id;date;value;qty;state;city;store;brand;model
592;18-07-2022;258639.61;502;;Ţayyibat al Imām;Ondricka-Upton;Spyker;C8 Spyder Wide Body
593;03-11-2022;93642.81;1878;;Leskolovo;"Mills; Davis and Glover";GMC;Yukon XL 1500
594;28-04-2022;873422.91;8559;;Invercargill;Turner Inc;Ford;Freestyle
595;24-03-2022;58778.85;3206;;Osek nad Bečvou;Williamson-O'Connell;Mercedes-Benz;C-Class
596;31-10-2022;728235.79;8528;;Rodionovo-Nesvetayskaya;Farrell-Hackett;Ford;Expedition
597;20-06-2022;854414.47;4075;;Jubao;Boehm-Gaylord;Buick;Skylark
598;04-02-2022;276339.68;4166;;Balakhta;"Mills; Thiel and Dicki";Honda;Insight
599;05-01-2022;731759.78;4124;;Yaguarón;"Torphy; Cruickshank and O'Kon";Volkswagen;Eurovan
600;09-05-2022;796137.53;5193;F;Jönköping;Padberg Inc;Chevrolet;Beretta
601;26-05-2022;695671.09;4865;;Xinchenglu;Wolf-Barton;Porsche;944
602;23-12-2022;608420.40;5085;;Bočar;Ernser Inc;Audi;A8
603;03-09-2022;644241.87;4878;;San Pedro de Atacama;Dickens-Barrows;Volkswagen;Type 2
604;19-08-2022;954525.60;5993;;Xiabeisi;Nitzsche-Strosin;Mitsubishi;GTO
605;08-07-2022;838855.43;5652;;Grigiškės;"Huel; Lockman and Sanford";Dodge;Dakota Club
606;07-07-2022;301043.11;6317;;Urshel’skiy;Vandervort-Berge;GMC;3500
607;15-10-2022;234450.63;100;;Xinxu;Buckridge-Stoltenberg;Kia;Optima
608;16-07-2022;581538.64;6893;;Měcholupy;"Feest; Kertzmann and Runte";Pontiac;Grand Am
609;04-04-2022;852734.94;8253;;Yamrat;"Huels; Bernier and Lindgren";Lincoln;MKS
610;10-03-2022;642911.29;8046;;San José;Bashirian-Simonis;Mercury;Mariner
611;29-08-2022;837588.02;3634;;Oenunu;Langosh-Schamberger;Lexus;IS-F
612;22-01-2022;570032.29;5030;;Ash Shuqayrah;Goyette Inc;Toyota;Avalon
613;04-01-2022;989992.72;4160;;Shizuoka-shi;Jakubowski LLC;Audi;S6
614;11-01-2022;526428.51;6410;AB;Vårby;"Torp; Lind and Waelchi";Chevrolet;Prizm
615;22-07-2022;926963.99;4239;;Haymā’;Johnston-Schaden;Audi;S6
616;14-01-2022;225092.90;6185;;Pasanggrahan;"Weimann; Labadie and Stracke";Kia;Amanti
617;03-08-2022;854116.20;4150;PUE;El Calvario;"Heller; Bernhard and Ward";Dodge;Ram 2500
618;10-02-2022;852726.16;632;;Amuru;"Prosacco; Pacocha and Leannon";Hyundai;Sonata
619;04-11-2022;891471.81;1160;;Lanci Satu;Rice Group;Kia;Soul
620;14-06-2022;411084.61;8274;;Stanišić;"Graham; Robel and McClure";Chevrolet;Avalanche
621;22-05-2022;860981.69;756;;Maño;Nienow-Kozey;Volvo;S80
622;27-05-2022;772706.45;2359;;Qila Abdullāh;Hermiston-Hauck;Dodge;Intrepid
623;02-05-2022;832349.18;8428;;Mbomba;Homenick-Jenkins;Nissan;Xterra
624;25-03-2022;960200.58;6346;;Langádhia;Murphy-Pfannerstill;Toyota;Matrix
625;22-06-2022;442833.60;8605;;La Sebala du Mornag;Kuvalis LLC;Toyota;Avalon
626;21-11-2022;775238.58;2167;;Kragujevac;Schroeder and Sons;Buick;Rainier
627;16-09-2022;492219.38;9585;;Żywiec;Kirlin-Bradtke;Mercedes-Benz;SLK-Class
628;21-12-2022;148272.33;7220;;Youlan;Braun-Bahringer;Nissan;Altima
629;21-05-2022;921001.16;3763;;Kotor;Jacobson LLC;Ford;E150
630;24-02-2022;195425.35;2166;TX;El Paso;Casper-Konopelski;Mercedes-Benz;600SEL
631;02-03-2022;196734.72;255;;Shanling;"Considine; Watsica and Fritsch";Chrysler;Sebring
632;03-09-2022;867210.45;3825;14;Meia Via;Witting-Haley;Toyota;Tacoma
633;07-12-2022;320231.09;8092;;Ivot;Gislason-Kuhn;Chevrolet;Blazer
634;13-04-2022;293328.75;3650;14;Aldeia de Além;Williamson-Feest;Toyota;Tacoma
635;26-02-2022;852145.39;468;;Sanghan;Mohr-Hahn;Ford;E250
636;25-07-2022;232106.69;3133;;Lgota Wielka;Gleichner LLC;Mercedes-Benz;E-Class
637;07-11-2022;242909.44;1092;;Qal‘eh-ye Khvājeh;Funk-Hirthe;Toyota;Prius
638;10-06-2022;991506.27;8539;A4;Sedan;Bartoletti-Abernathy;Hyundai;Santa Fe
639;08-12-2022;658177.78;7191;;Yongchuan;"Murray; Zieme and Kemmer";Cadillac;DTS
640;01-01-2022;704308.30;9753;;Chinchaypujio;Fritsch-Jones;Ford;Ranger
641;31-05-2022;993631.64;2286;07;Alcáçovas;Luettgen-Kozey;Chevrolet;Silverado 3500
642;14-01-2022;808779.50;3356;;Tunjuk Selatan;"Muller; Ward and Gleason";Eagle;Summit
643;06-07-2022;747390.39;4688;;Quinocay;Macejkovic LLC;Oldsmobile;Cutlass Supreme
644;18-10-2022;203001.18;8528;;Tobilolong;"Bauch; Shanahan and Anderson";GMC;Jimmy
645;17-09-2022;631692.26;8540;;Avarua;Renner-Bahringer;Subaru;Tribeca
646;19-03-2022;568493.12;8155;02;Mértola;Lowe Group;Honda;Ridgeline
647;12-05-2022;612487.08;2941;B8;Nice;Abshire-Stokes;Saab;9-3
648;06-03-2022;465388.45;1124;;Isiro;"Rath; Von and Borer";Land Rover;LR4
649;12-11-2022;125995.80;6066;;Agriá;Bradtke-Dare;Lexus;IS
650;04-05-2022;69988.97;2658;;Indaial;Ortiz Inc;Suzuki;Aerio
651;06-08-2022;784655.17;8106;X;Gävle;Huels-Hartmann;Volkswagen;Cabriolet
652;15-02-2022;15743.00;6279;;Buluangan;"Christiansen; Dietrich and Sauer";Eagle;Vision
653;28-03-2022;421093.89;8177;;Golubinci;Dickens-Streich;Lotus;Elan
654;13-02-2022;909384.83;3993;;Simunul;Aufderhar-Trantow;Buick;Skyhawk
655;23-05-2022;545801.25;9209;;Dulangan;Nikolaus Inc;Subaru;SVX
656;17-07-2022;224650.45;7289;;San Pedro Zacapa;"Yost; Braun and Wyman";Nissan;300ZX
657;26-12-2022;865359.19;8677;;Kalate;Kuhlman-Kshlerin;Pontiac;G5
658;25-07-2022;980155.24;9526;14;Malpique;"King; Kozey and Bogisich";Ford;Explorer Sport Trac
659;26-08-2022;179379.11;279;;Tamamura;"Emard; Kovacek and Hills";Daewoo;Leganza
660;12-09-2022;21678.49;5441;;Motrico;Graham and Sons;Ford;Festiva
661;12-05-2022;124773.27;8364;;Ricardo Palma;"Schultz; Koelpin and Mann";Ford;Taurus X
662;29-05-2022;225751.95;6439;;Elena;"Spinka; VonRueden and Hessel";Infiniti;QX
663;01-08-2022;550993.85;5084;;Drogomyśl;Orn Inc;Audi;Cabriolet
664;25-06-2022;643594.69;4094;;Cigadung;Gorczany LLC;Ford;Escape
665;30-12-2022;680309.79;8051;;Pithoro;Schumm-Sporer;Ford;Ranger
666;24-01-2022;937579.61;6457;;Budy;Murazik and Sons;Ford;Transit Connect
667;05-11-2022;316574.99;6911;;Wenquan;"Batz; Cremin and McGlynn";Volkswagen;New Beetle
668;30-10-2022;929490.97;553;;Xingshou;Kuhlman LLC;Panoz;Esperante
669;25-04-2022;245385.76;2496;;Caçapava;Friesen and Sons;Honda;Pilot
670;13-10-2022;61494.48;4738;05;Pedrogão;Strosin LLC;Infiniti;FX
671;07-05-2022;147319.42;9074;;Guohua;"Roob; Johnston and Stokes";Ford;Flex
672;23-04-2022;640500.28;2298;;Hobaramachi;"Lebsack; Corkery and Konopelski";Suzuki;XL-7
673;13-08-2022;29154.01;5964;;Port Maria;Rutherford-Thompson;Hyundai;Tiburon
674;21-09-2022;446452.83;3881;;Mulanje;"Hodkiewicz; Ruecker and Doyle";Audi;S6
675;15-09-2022;334033.67;2007;CT;Stamford;"Bosco; Conn and Dickens";Toyota;Highlander
676;20-03-2022;836283.00;9014;;Myanaung;MacGyver-Nicolas;Mitsubishi;Outlander
677;22-12-2022;556906.99;6789;;Gornji Breg;Torphy-Powlowski;Jeep;Compass
678;02-07-2022;837567.30;4492;;Bindura;"Upton; Mueller and Kemmer";Volkswagen;Eurovan
679;01-05-2022;97132.31;4122;;Marabahan;Beahan Inc;Mitsubishi;Lancer
680;19-02-2022;979908.88;3366;;Fenhe;VonRueden-Ruecker;BMW;X5 M
681;11-03-2022;77724.97;267;09;Utrecht (stad);"Rolfson; Bayer and Powlowski";Mazda;MPV
682;02-06-2022;771513.41;8245;;Mozdok;Goyette Inc;Subaru;Tribeca
683;29-03-2022;568183.40;8854;;Miaoyu;Parisian Inc;Toyota;Prius v
684;01-01-2022;170087.78;4718;;Tianyuan;O'Conner-Stoltenberg;Chevrolet;Tracker
685;18-02-2022;582852.66;746;;Lampa;"Lindgren; Lemke and Skiles";Ford;F-350 Super Duty
686;24-08-2022;608527.38;6237;;Valle de Ángeles;"Cummings; Sauer and Halvorson";Mitsubishi;Diamante
687;01-04-2022;818988.80;181;;Cisantri;Wiegand-Gutmann;Mitsubishi;GTO
688;02-03-2022;709446.46;2364;;Pacora;Streich LLC;Rolls-Royce;Phantom
689;15-04-2022;850547.79;4387;;Ungsang;"Cormier; McLaughlin and Kub";Jaguar;XK Series
690;13-11-2022;826853.74;397;;Owerri;Bogan-Erdman;Ford;E-Series
691;22-08-2022;179514.25;7899;;Srbica;Welch Group;Lincoln;MKT
692;01-11-2022;381175.40;4781;;Machinda;"Ankunding; Schimmel and O'Hara";Ford;Crown Victoria
693;22-01-2022;910174.24;1476;A1;Dijon;Doyle-Halvorson;Chevrolet;Monte Carlo
694;15-07-2022;244720.47;3048;;Caleta Olivia;"Barrows; Lubowitz and Robel";Suzuki;SJ
695;22-10-2022;599737.54;8889;;Hövsan;"Herzog; Gottlieb and Harvey";Ford;Thunderbird
696;01-07-2022;36881.10;3534;;Bulacnin;Stehr-Kshlerin;Chrysler;PT Cruiser
697;03-01-2022;905171.81;8661;;Liangchahe;Dibbert-Pouros;Hyundai;HED-5
698;06-10-2022;333367.25;1539;;Shifang;Cormier Inc;GMC;Savana 3500
699;29-07-2022;961344.48;5297;;Gwangtan;Gleichner-Adams;Ford;Galaxie
700;06-12-2022;790259.11;5504;;Yonghe;Hand and Sons;Chevrolet;Corvette
701;07-10-2022;159062.72;6887;;Puerres;Wintheiser-Kassulke;GMC;Sonoma
702;05-04-2022;548706.52;771;;Rancabungur;Morissette LLC;Aptera;Typ-1
703;04-11-2022;966893.64;8897;;San Pedro de Atacama;"Ryan; Kertzmann and Blanda";Toyota;Yaris
704;20-09-2022;374888.43;1230;;Longgang;Batz and Sons;Dodge;Colt
705;06-01-2022;801762.16;4987;E;Linköping;"Lindgren; Wolf and Bruen";Kia;Optima
706;01-10-2022;205678.53;6892;;Lühua;Orn Inc;Audi;TT
707;13-01-2022;153121.64;2944;;Mandráki;Rempel-Buckridge;Nissan;Titan
708;25-12-2022;519206.73;8273;;Kolirerek;"Heller; Trantow and Hayes";Kia;Spectra
709;11-10-2022;16809.88;9466;;Staromyshastovskaya;"Runolfsson; Nikolaus and Thiel";Eagle;Talon
710;11-02-2022;277449.52;5646;;Cabog;Bergnaum-Hirthe;Land Rover;Range Rover Classic
711;08-01-2022;287670.26;6360;;Nagrak;"Moen; Dibbert and Ankunding";Hyundai;Genesis
712;17-12-2022;316434.39;934;;Gyangqai;Raynor LLC;GMC;2500
713;01-07-2022;53983.27;9800;;Thívai;"Hills; Abernathy and Will";Nissan;Sentra
714;07-10-2022;364909.82;8398;;Heshan;Mitchell-Larson;GMC;Sonoma
715;06-12-2022;975163.98;2340;;Changgang;"Waelchi; Skiles and Senger";Chevrolet;Silverado 1500
716;25-10-2022;340018.47;3281;;Phayakkhaphum Phisai;"Shields; Frami and Cremin";Chevrolet;3500
717;28-05-2022;683803.44;9225;;Walichnowy;Reynolds Group;BMW;M3
718;19-05-2022;16598.84;8487;A8;Paris 19;"Bogisich; Wunsch and Schulist";Honda;Civic
719;09-11-2022;972781.02;9170;;Charikar;"Lang; Murazik and Baumbach";Audi;80/90
720;08-07-2022;872499.92;4724;;Budziszewice;Kessler Group;BMW;M5
721;19-12-2022;270710.98;454;06;Colmeal;"Boyle; Corkery and Douglas";Dodge;Caravan
722;03-11-2022;749439.73;8728;;Corumbá;"Donnelly; Lemke and Bailey";Buick;LeSabre
723;02-05-2022;86538.75;7092;;Huangjinbu;"Leuschke; Schumm and Will";Jaguar;XJ Series
724;30-07-2022;130375.61;8507;;Mukun;"Heaney; Bradtke and Wolf";Ferrari;599 GTB Fiorano
725;04-09-2022;653196.21;8422;;Xin’an;"Barton; Roob and Greenfelder";Pontiac;LeMans
726;19-07-2022;123391.65;4634;;Zheshan;Johnson Inc;Lincoln;Mark VII
727;30-01-2022;61886.53;8594;A9;Nîmes;Koss-Lang;Nissan;Quest
728;02-07-2022;656474.98;5922;;Molagavita;McDermott Inc;Chrysler;PT Cruiser
729;22-02-2022;577748.84;8200;;Tagana-an;Turcotte and Sons;Audi;A6
730;17-11-2022;285312.81;475;;Santa Cruz do Sul;Larson-Feil;Saturn;L-Series
731;11-07-2022;603369.14;142;;Cantoria;"Smitham; Torp and Mitchell";Nissan;Murano
732;11-01-2022;299080.67;1021;F;Jönköping;Keebler and Sons;Lincoln;Continental Mark VII
733;27-12-2022;847705.43;7113;;Guinsadan;Wiegand-Mills;Mercedes-Benz;C-Class
734;15-12-2022;525825.58;4075;;Chaltyr;O'Reilly and Sons;Chevrolet;2500
735;02-02-2022;58393.99;5042;;Chengjiao Chengguanzhen;Reilly-Schumm;Audi;riolet
736;25-08-2022;416636.79;3130;;Telukpakedai;"Rogahn; Stanton and Metz";Mitsubishi;Chariot
737;20-10-2022;699437.56;6407;;An Lão;Wolf-Hagenes;Toyota;Land Cruiser
738;11-04-2022;759324.71;9427;;Rujewa;Pfeffer-Willms;Kia;Spectra
739;08-12-2022;599483.59;9498;;San Isidro;"Stark; Berge and Brown";Mercedes-Benz;300TE
740;22-09-2022;530862.17;8331;;Shidu;Swaniawski-Bergstrom;Ferrari;599 GTB Fiorano
741;26-12-2022;142790.82;7789;;Iwŏn-ŭp;"McClure; Kerluke and Jast";Lamborghini;Reventón
742;26-02-2022;462347.26;452;;Kari;West-Hills;Chrysler;PT Cruiser
743;07-02-2022;722195.56;7703;;Abovyan;Parker-Ritchie;Mitsubishi;Precis
744;06-02-2022;436125.68;6665;;A’ershan;Mante-Goyette;Chevrolet;Corvair
745;28-06-2022;722278.18;6206;;Itupeva;"Daugherty; Hand and Christiansen";Dodge;Viper
746;31-07-2022;393571.41;379;03;Boucinha;Wehner Group;Dodge;Viper
747;04-06-2022;759577.76;3247;;Mengyin;Jacobs LLC;Mercedes-Benz;C-Class
748;27-11-2022;443231.67;3146;1084;København;Thiel-Gerlach;Oldsmobile;Alero
749;01-05-2022;608657.00;1983;AB;Järna;Barton-Ritchie;Mercury;Tracer
750;01-04-2022;667444.20;1040;;Rantaupanjang;Jacobi-Rippin;Infiniti;Q
751;04-07-2022;404073.68;8227;;Sonder;Friesen-Reynolds;BMW;X5
752;23-02-2022;568743.11;2011;;Cihurip Satu;"Zieme; Breitenberg and O'Hara";Nissan;350Z
753;21-06-2022;137765.57;1555;;Kazinka;Heathcote Inc;Land Rover;Range Rover
754;03-02-2022;102740.27;2030;;Cabay;Durgan Group;Buick;Rainier
755;06-01-2022;61112.53;2675;F;Jönköping;Schaefer and Sons;Mercury;Sable
756;19-11-2022;395839.72;8998;;Pandean;Price-Heathcote;Mercedes-Benz;Sprinter 2500
757;15-04-2022;380034.44;8041;;Hiratsuka;Kuphal and Sons;Mazda;CX-9
758;17-06-2022;737006.23;7059;;Pangantocan;Smitham Group;Mercedes-Benz;300TE
759;07-08-2022;254598.21;2976;;Zevgolateió;"Streich; Jenkins and Lemke";Jaguar;XJ
760;17-11-2022;647912.15;3160;;Néa Péramos;Ferry Group;Nissan;300ZX
761;16-05-2022;767463.80;1630;;Yangong;Heidenreich-Wehner;Subaru;Forester
762;23-10-2022;526264.12;9368;;Markaz al Marīr;Pfannerstill-Walker;Volkswagen;Passat
763;08-03-2022;400095.19;771;;Brochów;"Upton; Mueller and Collier";Mercury;Cougar
764;09-08-2022;937550.20;8969;MI;Detroit;Borer-Orn;Buick;Estate
765;06-01-2022;47924.27;2565;;Fengshan;"Turcotte; Stracke and Cummings";Mazda;RX-8
766;03-05-2022;838669.91;4196;;Manacsac;Fahey-Mertz;Chevrolet;Malibu
767;28-10-2022;69879.81;4392;;Lixiqiao;Smith and Sons;Lotus;Exige
768;10-01-2022;944324.95;3813;;Gedaliang;Marks-Braun;Dodge;Ram 3500 Club
769;02-02-2022;897359.88;1926;;Tongjing;"Cummings; Cassin and Satterfield";Porsche;968
770;28-05-2022;877837.60;9762;OK;Oklahoma City;Windler Group;Chevrolet;G-Series G30
771;07-08-2022;735117.77;2688;;Novomichurinsk;Dibbert-Rohan;Toyota;RAV4
772;11-12-2022;800999.51;3904;;Surkh Bilandī;Kertzmann LLC;Jeep;Grand Cherokee
773;10-03-2022;379831.88;2905;;Maythalūn;Mills-Rath;Lexus;LS
774;01-05-2022;643149.53;6689;;Butahai;"Goldner; Baumbach and Crona";Chevrolet;Beretta
775;05-06-2022;392647.07;283;;Olkusz;Hilll LLC;Chevrolet;Tahoe
776;02-01-2022;481549.35;4870;;Gunjur;Flatley-Gutkowski;Pontiac;Bonneville
777;21-01-2022;927391.28;2788;;Xindong;Batz and Sons;Subaru;Brat
778;28-01-2022;675018.79;6668;;Cilolohan;"Harber; Upton and Howell";Ford;Econoline E250
779;23-10-2022;497829.37;2184;;Mobaye;McCullough LLC;Pontiac;Grand Am
780;23-03-2022;530059.16;794;01;Fajões;Stiedemann-Windler;Ford;Mustang
781;31-08-2022;593461.51;1086;06;Tocha;Purdy Inc;Ford;GT500
782;29-10-2022;371733.43;9822;;Calapan;Glover and Sons;Mazda;Tribute
783;07-12-2022;98236.44;5863;;Disina;"Flatley; Goodwin and Green";Mercury;Lynx
784;17-04-2022;430626.94;4325;;Su’ao;"Lakin; Koelpin and Prohaska";Hyundai;Veracruz
785;10-12-2022;306413.26;4227;07;Pavia;VonRueden-Cummings;Ford;Econoline E150
786;04-03-2022;142725.18;2431;11;Carvoeira;Mayer-Simonis;Oldsmobile;88
787;07-06-2022;716791.01;3965;;Ami;"Hills; Crona and Barton";GMC;Yukon XL 1500
788;03-07-2022;145734.18;1652;;Tomilino;Armstrong Inc;Buick;Century
789;16-06-2022;153574.80;4421;;Victoria;Towne LLC;Infiniti;QX56
790;14-07-2022;527115.61;8607;;Garoua Boulaï;Jones Inc;GMC;Rally Wagon 2500
791;22-04-2022;751365.36;6578;;Ptghunk’;Durgan-Jones;Hyundai;Sonata
792;22-02-2022;435300.45;6414;;Tocopilla;Reichel Group;Nissan;Murano
793;26-01-2022;39820.63;2251;D;Strängnäs;Kuhlman-Yundt;Honda;Accord
794;27-09-2022;900576.29;3372;WI;Milwaukee;"Hoppe; Cronin and Yost";Ram;1500
795;17-01-2022;903027.01;2880;;Bazzāryah;Witting and Sons;Ford;Fiesta
796;27-06-2022;633616.39;3768;;Boleszkowice;Flatley Inc;Maybach;57
797;26-07-2022;403185.70;5823;;Yantan;Heaney-McClure;Ford;Bronco
798;01-03-2022;763014.40;7187;;Huohua;Abernathy Group;Toyota;Matrix
799;09-03-2022;150539.63;914;AB;Stockholm;Hyatt and Sons;Nissan;Leaf
800;15-10-2022;3506.91;3542;;Xinzhou;"Kassulke; Lesch and Kohler";Jeep;Wrangler
801;02-02-2022;421278.44;1717;;Glasnevin;"Leuschke; Hahn and Bashirian";Buick;Regal
802;05-01-2022;477168.51;61;;Koffiefontein;"Stamm; Huels and Kuhic";Buick;Regal
803;09-04-2022;431574.25;7895;;Melfi;Hand Inc;Acura;RDX
804;04-01-2022;878051.17;4164;;Prengtale;Hermann-Shanahan;Lexus;IS
805;11-11-2022;356046.85;1428;;Dunhou;Heathcote-Langworth;Ford;E-Series
806;10-04-2022;209069.35;8558;;Ntobo;"Jast; Champlin and Bednar";Mercedes-Benz;600SEL
807;28-11-2022;887991.22;7390;;Jijiga;"Crist; Macejkovic and Simonis";Hyundai;Elantra
808;19-01-2022;134842.96;5546;B9;Grenoble;Reinger-Hartmann;Buick;Skylark
809;10-03-2022;26717.75;4116;;Malabang;Wintheiser-Jast;Lexus;IS
810;03-05-2022;363470.26;1180;;Shengli;"Stark; Homenick and Zboncak";Chrysler;New Yorker
811;25-08-2022;316932.80;7500;;Nantang;Carter Inc;Ford;F250
812;12-08-2022;46482.40;5483;;Nunutba;Bartoletti Inc;Pontiac;Bonneville
813;23-06-2022;30378.69;5624;;Talisay;"Bode; Hegmann and Johns";Chevrolet;Impala SS
814;01-07-2022;248679.00;2453;;Zduńska Wola;Quigley and Sons;Volkswagen;Golf
815;15-04-2022;500242.14;1069;03;São Paio Merelim;Goyette Group;Lotus;Esprit
816;07-07-2022;7613.05;8206;;Jiaodai;Kshlerin Group;Lincoln;Blackwood
817;14-02-2022;763210.23;4378;;Guacarí;"Denesik; Swift and Hills";Hyundai;Sonata
818;12-12-2022;30258.36;6061;;Ar Ru’ays;Jakubowski-Keebler;Pontiac;Firefly
819;14-04-2022;274415.36;148;;Corquín;Gleichner-Wisozk;Chevrolet;Blazer
820;29-01-2022;299181.62;1834;;Zhuanshui;Roob LLC;Dodge;Caravan
821;22-07-2022;345402.42;4670;;Sharkawshchyna;"Hauck; Leffler and Herman";Pontiac;Grand Prix
822;27-05-2022;859810.30;6026;;Louis Trichardt;"Howe; Watsica and Frami";Scion;tC
823;17-11-2022;238075.22;3559;;Lakinsk;"Ferry; Considine and Morar";Ford;Expedition EL
824;12-11-2022;197213.35;8456;;Datong;"Gulgowski; Morissette and Cruickshank";Nissan;Frontier
825;01-02-2022;848833.31;6085;;Bambor;"Davis; Grady and Morar";Audi;A8
826;06-03-2022;497087.61;5942;;Ban Ratsada;"Frami; Ward and Blanda";Oldsmobile;Aurora
827;09-05-2022;235846.56;4258;01;Anadia;Graham-Hane;Ford;Tempo
828;06-09-2022;983795.25;9219;MT;Billings;"Kemmer; Abbott and Greenholt";Chevrolet;Corvette
829;05-01-2022;657977.92;9000;;Woto;Altenwerth LLC;Ferrari;FF
830;18-07-2022;181551.73;2399;;Las Tejerías;Wintheiser-Lindgren;Volkswagen;R32
831;03-05-2022;521953.81;4019;;Atengmelang;Corkery-Jenkins;Toyota;Avalon
832;24-04-2022;764640.44;4625;;Bechyně;Strosin Inc;Isuzu;Rodeo
833;31-12-2021;912363.61;3883;;Fairview;Douglas-Robel;Mazda;B-Series Plus
834;11-05-2022;115179.94;3828;;Zbąszyń;Zieme-Turner;Ford;F-Series Super Duty
835;25-11-2022;536985.20;1518;;Krzęcin;"Heathcote; Weimann and Weber";Hillman;Minx Magnificent
836;26-12-2022;16404.65;1905;;Wailang;"Bayer; Davis and Roob";Buick;Riviera
837;26-06-2022;406839.19;6466;TX;Midland;Bartoletti-Moore;Honda;Accord
838;22-03-2022;524835.51;2590;;‘Awaj;Flatley-Tillman;Acura;Vigor
839;30-08-2022;683981.16;3365;07;Sandefjord;Parisian-Wisozk;Lotus;Elan
840;21-07-2022;254571.98;994;;Salinungan Proper;Beahan-Rolfson;Ford;Thunderbird
841;18-12-2022;791399.69;5697;;Bulu;Steuber and Sons;Volkswagen;Eurovan
842;10-06-2022;340000.63;3721;;Bawshar;"Botsford; Hessel and Gulgowski";Chevrolet;Suburban 1500
843;13-09-2022;417598.21;3771;;Tvarožná;Hilll and Sons;Eagle;Talon
844;12-10-2022;408390.96;5028;11;Alenquer;"West; Mraz and Koelpin";Bentley;Continental GTC
845;14-03-2022;222751.49;3074;;Łętownia;Brown-Stokes;Acura;RSX
846;03-04-2022;744750.40;2789;;Burgaltay;Mante Group;Buick;Riviera
847;12-11-2022;290387.84;9636;O;Trollhättan;"Dickinson; Olson and Carter";Toyota;Land Cruiser
848;23-12-2022;148243.35;7208;;Qiaozhuang;"Marvin; Gibson and Rempel";Oldsmobile;LSS
849;31-12-2021;692589.60;9985;;Vrangel’;Rath Inc;Mercedes-Benz;CLS-Class
850;03-05-2022;516754.12;5266;13;Rio;"Anderson; Upton and Okuneva";Nissan;Altima
851;07-05-2022;742118.51;3572;;Dahe;Berge-Bauch;Maybach;57
852;05-09-2022;134586.77;5157;;‘Afrīn;"Ruecker; Stokes and Monahan";Dodge;Dakota
853;10-05-2022;599178.38;3158;;Karvia;"Becker; O'Conner and Tillman";Mercury;Mariner
854;22-09-2022;402328.78;9465;A8;Eaubonne;Schaefer Inc;Kia;Rio
855;25-03-2022;172967.15;3641;;Pelileo;Marvin and Sons;Chevrolet;TrailBlazer
856;18-12-2022;520220.76;8052;;Kawaguchi;Lesch-Larson;Ford;Taurus
857;07-03-2022;358564.05;7301;;Ailibugai;Renner LLC;Volvo;S40
858;26-07-2022;528537.03;8773;;Najin;Kiehn LLC;Pontiac;Montana
859;13-10-2022;81746.58;8015;;Verkhniy Mamon;"Considine; Gutmann and Smitham";Lincoln;Mark LT
860;18-03-2022;326546.59;5769;;Tečovice;Fay-Bergnaum;Buick;Regal
861;19-09-2022;402393.26;6251;NSW;Northern Suburbs Mc;Pollich-Ankunding;Mazda;929
862;17-01-2022;301513.46;160;;Richards Bay;Beahan LLC;BMW;Z4 M
863;17-12-2022;171252.47;4349;;Stepanovićevo;"Huels; Herman and Stokes";Acura;MDX
864;11-02-2022;347716.99;4459;;Igurusi;"Johnston; Blick and Cole";Toyota;Tacoma Xtra
865;31-08-2022;811891.62;5259;;Kerċem;"Rohan; Kuhlman and Torphy";Pontiac;G6
866;23-12-2022;658861.88;6563;;Žatec;Luettgen LLC;Pontiac;Bonneville
867;23-05-2022;572527.21;3022;;El Paraíso;Ortiz-Crona;Mitsubishi;Diamante
868;14-06-2022;322845.56;9555;;Rumat Heib;"Cruickshank; Fahey and Kohler";Chevrolet;Beretta
869;07-07-2022;415493.41;1460;;Tiniguiban;"O'Connell; Quitzon and Roberts";Ford;E250
870;08-02-2022;935539.80;3910;;Repnoye;Walsh Group;Toyota;Solara
871;28-03-2022;62750.89;5633;;Korsakovo;Hamill-Littel;Mercedes-Benz;S-Class
872;09-09-2022;549252.63;8441;;Amizmiz;Harris-Brekke;Lincoln;Navigator
873;11-06-2022;812921.72;5281;;Zarechnyy;Mohr-Rippin;Plymouth;Neon
874;01-05-2022;222416.55;5237;;Inriville;"Miller; Kunze and Mertz";Ford;F450
875;22-12-2022;683214.91;710;;São João del Rei;"Beatty; Dibbert and Hansen";Chevrolet;HHR Panel
876;02-12-2022;164438.60;5157;VER;Lindavista;"Pfannerstill; Howe and Rohan";Mazda;Protege5
877;14-01-2022;273181.48;2067;;Dampit;Pouros Inc;Dodge;Aries
878;15-08-2022;257779.86;5122;;Wang Thonglang;Parisian-Schamberger;Mazda;B-Series
879;04-11-2022;244658.05;3550;;Phú Vang;Spencer-Moore;Mazda;Tribute
880;29-08-2022;330568.59;2851;;Batangan;Bode-Weber;Chevrolet;Impala
881;25-01-2022;420281.57;9142;;Maca;Bashirian-Boehm;Buick;Riviera
882;21-12-2022;154640.87;8089;;Maragogipe;Hermiston and Sons;GMC;Canyon
883;05-03-2022;256191.24;7383;TN;Knoxville;Mitchell LLC;Pontiac;LeMans
884;03-11-2022;372768.15;1569;97;Marmande;"Denesik; Hodkiewicz and Walsh";GMC;2500
885;21-06-2022;530904.56;4218;;Iniö;"Skiles; Weber and Zemlak";Subaru;Alcyone SVX
886;12-03-2022;597331.54;9317;;Yelenendorf;Schowalter-Jones;Kia;Optima
887;19-04-2022;796024.85;9076;;Baoxing;"Osinski; McClure and Goodwin";Ram;1500
